SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/root/.m2/repository/ch/qos/logback/logback-classic/1.1.3/logback-classic-1.1.3.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/root/.m2/repository/org/apache/activemq/activemq-all/5.12.1/activemq-all-5.12.1.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [ch.qos.logback.classic.util.ContextSelectorStaticBinder]
09:29:41.878 [main] INFO  m.MasterLauncher <init> - SIMaster [SIMaster{Member{host=127.0.0.1, port=30000, rmiRegistryName=master2, rmiRegistryPort=1099}}] has been successfully launched.
09:37:14.312 [RMI TCP Connection(11)-127.0.0.1] INFO  k.t.AbstractTable put - End fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}]}; tc TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}].
09:37:14.312 [RMI TCP Connection(11)-127.0.0.1] INFO  k.t.AbstractTable put - End: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}].
09:37:14.312 [RMI TCP Connection(11)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply cts and bufferedUpdates.
09:37:14.312 [RMI TCP Connection(11)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply tx.
09:37:14.311 [RMI TCP Connection(10)-127.0.0.1] INFO  k.t.AbstractTable put - Begin fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}]}; tc TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}].
09:37:14.314 [RMI TCP Connection(10)-127.0.0.1] INFO  k.t.AbstractTable put - End fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}]}; tc TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}].
09:37:14.314 [RMI TCP Connection(10)-127.0.0.1] INFO  k.t.AbstractTable put - End: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}].
09:37:14.314 [RMI TCP Connection(10)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply cts and bufferedUpdates.
09:37:14.314 [RMI TCP Connection(10)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply tx.
09:37:14.316 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable put - End: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}].
09:37:14.317 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply cts and bufferedUpdates.
09:37:14.317 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply tx.
09:37:14.345 [RMI TCP Connection(10)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [ToCommitTransaction{Timestamp{ts=1}, Timestamp{ts=6}, BufferedUpdates{BufferedUpdates=[KVItem{CompoundKey{Row{row=1}, Column{col=0}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}}]}}] and cts [Timestamp{ts=6}].
09:37:14.346 [RMI TCP Connection(11)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [ToCommitTransaction{Timestamp{ts=2}, Timestamp{ts=4}, BufferedUpdates{BufferedUpdates=[KVItem{CompoundKey{Row{row=1}, Column{col=0}}, TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}}]}}] and cts [Timestamp{ts=4}].
09:37:14.347 [RMI TCP Connection(12)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [ToCommitTransaction{Timestamp{ts=0}, Timestamp{ts=5}, BufferedUpdates{BufferedUpdates=[KVItem{CompoundKey{Row{row=1}, Column{col=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}}]}}] and cts [Timestamp{ts=5}].
09:37:14.353 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=0}, Ordinal{ord=0}, Cell{data=NULL}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=0}, Timestamp{ts=3}, bound=2}]: [0] - [0] < [2] with result [true].
09:37:14.353 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=0}, Ordinal{ord=0}, Cell{data=NULL}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=0}, Timestamp{ts=3}, bound=2}]: [0] - [0] <= [2] with result [true].
09:37:14.465 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=9}, bound=2}]: [3] - [3] < [2] with result [true].
09:37:14.466 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=9}, bound=2}]: [3] - [3] <= [2] with result [true].
09:37:14.477 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=7}, bound=2}]: [3] - [3] < [2] with result [true].
09:37:14.478 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=7}, bound=2}]: [3] - [3] <= [2] with result [true].
09:37:14.487 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=8}, bound=2}]: [3] - [3] < [2] with result [true].
09:37:14.488 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=8}, bound=2}]: [3] - [3] <= [2] with result [true].
09:37:14.517 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=11}, bound=2}]: [3] - [3] < [2] with result [true].
09:37:14.517 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=3}, Timestamp{ts=11}, bound=2}]: [3] - [3] <= [2] with result [true].
09:37:14.520 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - Begin: apply tx.
09:37:14.520 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - Begin: apply cts and bufferedUpdates.
09:37:14.520 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - Begin: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}].
09:37:14.520 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - Begin fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}]}; tc TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}].
09:37:14.520 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - End fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}, TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}]}; tc TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}].
09:37:14.520 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - End: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}].
09:37:14.521 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply cts and bufferedUpdates.
09:37:14.521 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply tx.
09:37:14.524 [RMI TCP Connection(13)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [ToCommitTransaction{Timestamp{ts=11}, Timestamp{ts=14}, BufferedUpdates{BufferedUpdates=[KVItem{CompoundKey{Row{row=1}, Column{col=0}}, TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}}]}}] and cts [Timestamp{ts=14}].
09:37:14.561 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=4}, Timestamp{ts=13}, bound=2}]: [3] - [4] < [2] with result [true].
09:37:14.561 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=4}, Timestamp{ts=13}, bound=2}]: [4] - [3] <= [2] with result [true].
09:37:14.610 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable apply - Begin: apply tx.
09:37:14.610 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable apply - Begin: apply cts and bufferedUpdates.
09:37:14.610 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable put - Begin: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}].
09:37:14.610 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable put - Begin fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}, TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}]}; tc TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}].
09:37:14.610 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable put - End fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}, TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}, TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}]}; tc TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}].
09:37:14.611 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable put - End: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}].
09:37:14.611 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply cts and bufferedUpdates.
09:37:14.611 [RMI TCP Connection(12)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply tx.
09:37:14.614 [RMI TCP Connection(12)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [ToCommitTransaction{Timestamp{ts=17}, Timestamp{ts=20}, BufferedUpdates{BufferedUpdates=[KVItem{CompoundKey{Row{row=1}, Column{col=0}}, TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}}]}}] and cts [Timestamp{ts=20}].
09:37:14.633 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=19}, bound=2}]: [4] - [5] < [2] with result [true].
09:37:14.634 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=19}, bound=2}]: [5] - [4] <= [2] with result [true].
09:37:14.638 [RMI TCP Connection(12)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [null] and cts [Timestamp{ts=22}].
09:37:14.677 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=18}, bound=2}]: [4] - [5] < [2] with result [true].
09:37:14.677 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=18}, bound=2}]: [5] - [4] <= [2] with result [true].
09:37:14.693 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - Begin: apply tx.
09:37:14.694 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - Begin: apply cts and bufferedUpdates.
09:37:14.694 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - Begin: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}}].
09:37:14.694 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - Begin fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}, TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}, TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}]}; tc TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}}].
09:37:14.694 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - End fast path: [ItsCellStore MultiTimestampedCellsStore{TimestampedCells=[TimestampedCell{Timestamp{ts=4}, Ordinal{ord=2}, Cell{data=0}}, TimestampedCell{Timestamp{ts=5}, Ordinal{ord=1}, Cell{data=27}}, TimestampedCell{Timestamp{ts=6}, Ordinal{ord=3}, Cell{data=116}}, TimestampedCell{Timestamp{ts=14}, Ordinal{ord=4}, Cell{data=118}}, TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}}, TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}}]}; tc TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}}].
09:37:14.694 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable put - End: put ck [CompoundKey{Row{row=1}, Column{col=0}}] and tc [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}}].
09:37:14.695 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply cts and bufferedUpdates.
09:37:14.695 [RMI TCP Connection(13)-127.0.0.1] INFO  k.t.AbstractTable apply - End: apply tx.
09:37:14.704 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=21}, bound=2}]: [5] - [5] < [2] with result [true].
09:37:14.704 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=21}, bound=2}]: [5] - [5] <= [2] with result [true].
09:37:14.704 [pool-1-thread-1] INFO  c.c.r.v.SVVersionConstraint check - Checking SVVersionConstraint [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=22}, bound=2}]: [5] - [5] <= [2] with result [true].
09:37:14.705 [RMI TCP Connection(13)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [ToCommitTransaction{Timestamp{ts=23}, Timestamp{ts=25}, BufferedUpdates{BufferedUpdates=[KVItem{CompoundKey{Row{row=1}, Column{col=0}}, TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}}}]}}] and cts [Timestamp{ts=25}].
09:37:14.750 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=24}, bound=2}]: [5] - [5] < [2] with result [true].
09:37:14.751 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=24}, bound=2}]: [5] - [5] <= [2] with result [true].
09:37:14.751 [pool-1-thread-1] INFO  c.c.r.v.SVVersionConstraint check - Checking SVVersionConstraint [TimestampedCell{Timestamp{ts=20}, Ordinal{ord=5}, Cell{data=2}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=5}, Timestamp{ts=22}, bound=2}]: [5] - [5] <= [2] with result [true].
09:37:14.795 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=30}, bound=2}]: [6] - [6] < [2] with result [true].
09:37:14.795 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=30}, bound=2}]: [6] - [6] <= [2] with result [true].
09:37:14.796 [pool-1-thread-1] INFO  c.c.r.v.SVVersionConstraint check - Checking SVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=28}, bound=2}]: [6] - [6] <= [2] with result [true].
09:37:14.800 [RMI TCP Connection(12)-127.0.0.1] INFO  m.SIMaster commit - [SIMaster] ends the [COMMIT] phase with tx [null] and cts [Timestamp{ts=31}].
09:37:14.808 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=27}, bound=2}]: [6] - [6] < [2] with result [true].
09:37:14.808 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=27}, bound=2}]: [6] - [6] <= [2] with result [true].
09:37:14.809 [pool-1-thread-1] INFO  c.c.r.v.SVVersionConstraint check - Checking SVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=28}, bound=2}]: [6] - [6] <= [2] with result [true].
09:37:14.850 [pool-1-thread-1] INFO  c.c.r.v.BVVersionConstraint check - Checking BVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=33}, bound=2}]: [6] - [6] < [2] with result [true].
09:37:14.851 [pool-1-thread-1] INFO  c.c.r.v.FVVersionConstraint check - Checking FVVersionConstraint [TimestampedCell{Timestamp{ts=25}, Ordinal{ord=6}, Cell{data=30}} vs. vce: VCEntry{CompoundKey{Row{row=1}, Column{col=0}}, Ordinal{ord=6}, Timestamp{ts=33}, bound=2}]: [6] - [6] <= [2] with result [true].
